schema,table,column,position,data_type,max_length,precision,nullable,default,is_pk,fk_references,is_unique
dol,ein_urls,state,4,character varying,2,,YES,,,,
dol,ein_urls,domain,5,text,,,YES,,,,
dol,ein_urls,url,6,text,,,YES,,,,
dol,ein_urls,discovered_at,7,timestamp without time zone,,,YES,now(),,,
dol,ein_urls,discovery_method,8,text,,,YES,'domain_construction'::text,,,
dol,ein_urls,normalized_domain,9,text,,,YES,,,,
dol,form_5500,filing_id,1,uuid,,,NO,gen_random_uuid(),PK,,
dol,form_5500,ack_id,2,character varying,255,,NO,,,,UNIQUE
dol,form_5500,company_unique_id,3,text,,,YES,,,,
dol,form_5500,sponsor_dfe_ein,4,character varying,20,,NO,,,,
dol,form_5500,sponsor_dfe_name,5,character varying,500,,NO,,,,
dol,form_5500,spons_dfe_dba_name,6,character varying,500,,YES,,,,
dol,form_5500,plan_name,7,character varying,500,,YES,,,,
dol,form_5500,plan_number,8,character varying,20,,YES,,,,
dol,form_5500,plan_eff_date,9,character varying,20,,YES,,,,
dol,form_5500,spons_dfe_mail_us_city,10,character varying,100,,YES,,,,
dol,form_5500,spons_dfe_mail_us_state,11,character varying,10,,YES,,,,
dol,form_5500,spons_dfe_mail_us_zip,12,character varying,20,,YES,,,,
dol,form_5500,tot_active_partcp_cnt,13,integer,,32,YES,,,,
dol,form_5500,tot_partcp_boy_cnt,14,integer,,32,YES,,,,
dol,form_5500,sch_a_attached_ind,15,character varying,5,,YES,,,,
dol,form_5500,num_sch_a_attached_cnt,16,integer,,32,YES,,,,
dol,form_5500,admin_name,17,character varying,255,,YES,,,,
dol,form_5500,admin_ein,18,character varying,20,,YES,,,,
dol,form_5500,form_plan_year_begin_date,19,character varying,20,,YES,,,,
dol,form_5500,form_year,20,character varying,10,,YES,,,,
dol,form_5500,filing_status,21,character varying,50,,YES,,,,
dol,form_5500,date_received,22,character varying,30,,YES,,,,
dol,form_5500,created_at,23,timestamp with time zone,,,NO,now(),,,
dol,form_5500,updated_at,24,timestamp with time zone,,,NO,now(),,,
dol,form_5500,form_tax_prd,25,character varying,255,,YES,,,,
dol,form_5500,type_plan_entity_cd,26,character varying,255,,YES,,,,
dol,form_5500,type_dfe_plan_entity_cd,27,character varying,255,,YES,,,,
dol,form_5500,initial_filing_ind,28,character varying,5,,YES,,,,
dol,form_5500,amended_ind,29,character varying,5,,YES,,,,
dol,form_5500,final_filing_ind,30,character varying,5,,YES,,,,
dol,form_5500,short_plan_yr_ind,31,character varying,5,,YES,,,,
dol,form_5500,collective_bargain_ind,32,character varying,5,,YES,,,,
dol,form_5500,f5558_application_filed_ind,33,character varying,5,,YES,,,,
dol,form_5500,ext_automatic_ind,34,character varying,5,,YES,,,,
dol,form_5500,dfvc_program_ind,35,character varying,5,,YES,,,,
dol,form_5500,ext_special_ind,36,character varying,5,,YES,,,,
dol,form_5500,ext_special_text,37,text,,,YES,,,,
dol,form_5500,spons_dfe_pn,38,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_care_of_name,39,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_us_address1,40,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_us_address2,41,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_foreign_addr1,42,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_foreign_addr2,43,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_foreign_city,44,character varying,100,,YES,,,,
dol,form_5500,spons_dfe_mail_forgn_prov_st,45,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_mail_foreign_cntry,46,numeric,,,YES,,,,
dol,form_5500,spons_dfe_mail_forgn_postal_cd,47,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_us_address1,48,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_us_address2,49,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_us_city,50,character varying,100,,YES,,,,
dol,form_5500,spons_dfe_loc_us_state,51,character varying,10,,YES,,,,
dol,form_5500,spons_dfe_loc_us_zip,52,character varying,20,,YES,,,,
dol,form_5500,spons_dfe_loc_foreign_address1,53,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_foreign_address2,54,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_foreign_city,55,character varying,100,,YES,,,,
dol,form_5500,spons_dfe_loc_forgn_prov_st,56,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_loc_foreign_cntry,57,numeric,,,YES,,,,
dol,form_5500,spons_dfe_loc_forgn_postal_cd,58,character varying,255,,YES,,,,
dol,form_5500,spons_dfe_ein,59,character varying,20,,YES,,,,
dol,form_5500,spons_dfe_phone_num,60,character varying,30,,YES,,,,
dol,form_5500,business_code,61,character varying,50,,YES,,,,
dol,form_5500,admin_care_of_name,62,character varying,255,,YES,,,,
dol,form_5500,admin_us_address1,63,character varying,255,,YES,,,,
dol,form_5500,admin_us_address2,64,character varying,255,,YES,,,,
dol,form_5500,admin_us_city,65,character varying,100,,YES,,,,
dol,form_5500,admin_us_state,66,character varying,10,,YES,,,,
dol,form_5500,admin_us_zip,67,character varying,20,,YES,,,,
dol,form_5500,admin_foreign_address1,68,character varying,255,,YES,,,,
dol,form_5500,admin_foreign_address2,69,character varying,255,,YES,,,,
dol,form_5500,admin_foreign_city,70,character varying,100,,YES,,,,
dol,form_5500,admin_foreign_prov_state,71,character varying,10,,YES,,,,
dol,form_5500,admin_foreign_cntry,72,numeric,,,YES,,,,
dol,form_5500,admin_foreign_postal_cd,73,character varying,255,,YES,,,,
dol,form_5500,admin_phone_num,74,character varying,30,,YES,,,,
dol,form_5500,last_rpt_spons_name,75,character varying,255,,YES,,,,
dol,form_5500,last_rpt_spons_ein,76,character varying,20,,YES,,,,
dol,form_5500,last_rpt_plan_num,77,character varying,255,,YES,,,,
dol,form_5500,admin_signed_date,78,character varying,30,,YES,,,,
dol,form_5500,admin_signed_name,79,character varying,255,,YES,,,,
dol,form_5500,spons_signed_date,80,character varying,30,,YES,,,,
dol,form_5500,spons_signed_name,81,character varying,255,,YES,,,,
dol,form_5500,dfe_signed_date,82,character varying,30,,YES,,,,
dol,form_5500,dfe_signed_name,83,character varying,255,,YES,,,,
dol,form_5500,rtd_sep_partcp_rcvg_cnt,84,numeric,,,YES,,,,
dol,form_5500,rtd_sep_partcp_fut_cnt,85,numeric,,,YES,,,,
dol,form_5500,subtl_act_rtd_sep_cnt,86,numeric,,,YES,,,,
dol,form_5500,benef_rcvg_bnft_cnt,87,numeric,,,YES,,,,
dol,form_5500,tot_act_rtd_sep_benef_cnt,88,numeric,,,YES,,,,
dol,form_5500,partcp_account_bal_cnt,89,numeric,,,YES,,,,
dol,form_5500,sep_partcp_partl_vstd_cnt,90,numeric,,,YES,,,,
dol,form_5500,contrib_emplrs_cnt,91,numeric,,,YES,,,,
dol,form_5500,type_pension_bnft_code,92,character varying,50,,YES,,,,
dol,form_5500,type_welfare_bnft_code,93,character varying,50,,YES,,,,
dol,form_5500,funding_insurance_ind,94,character varying,5,,YES,,,,
dol,form_5500,funding_sec412_ind,95,character varying,5,,YES,,,,
dol,form_5500,funding_trust_ind,96,character varying,5,,YES,,,,
dol,form_5500,funding_gen_asset_ind,97,character varying,5,,YES,,,,
dol,form_5500,benefit_insurance_ind,98,character varying,5,,YES,,,,
dol,form_5500,benefit_sec412_ind,99,character varying,5,,YES,,,,
dol,form_5500,benefit_trust_ind,100,character varying,5,,YES,,,,
dol,form_5500,benefit_gen_asset_ind,101,character varying,5,,YES,,,,
dol,form_5500,sch_r_attached_ind,102,character varying,5,,YES,,,,
dol,form_5500,sch_mb_attached_ind,103,character varying,5,,YES,,,,
dol,form_5500,sch_sb_attached_ind,104,character varying,5,,YES,,,,
dol,form_5500,sch_h_attached_ind,105,character varying,5,,YES,,,,
dol,form_5500,sch_i_attached_ind,106,character varying,5,,YES,,,,
dol,form_5500,sch_c_attached_ind,107,character varying,5,,YES,,,,
dol,form_5500,sch_d_attached_ind,108,character varying,5,,YES,,,,
dol,form_5500,sch_g_attached_ind,109,character varying,5,,YES,,,,
dol,form_5500,valid_admin_signature,110,character varying,255,,YES,,,,
dol,form_5500,valid_dfe_signature,111,character varying,255,,YES,,,,
dol,form_5500,valid_sponsor_signature,112,character varying,255,,YES,,,,
dol,form_5500,admin_phone_num_foreign,113,character varying,30,,YES,,,,
dol,form_5500,spons_dfe_phone_num_foreign,114,character varying,30,,YES,,,,
dol,form_5500,admin_name_same_spon_ind,115,character varying,5,,YES,,,,
dol,form_5500,admin_address_same_spon_ind,116,character varying,5,,YES,,,,
dol,form_5500,preparer_name,117,character varying,255,,YES,,,,
dol,form_5500,preparer_firm_name,118,character varying,255,,YES,,,,
dol,form_5500,preparer_us_address1,119,character varying,255,,YES,,,,
dol,form_5500,preparer_us_address2,120,character varying,255,,YES,,,,
dol,form_5500,preparer_us_city,121,character varying,100,,YES,,,,
dol,form_5500,preparer_us_state,122,character varying,10,,YES,,,,
dol,form_5500,preparer_us_zip,123,character varying,20,,YES,,,,
dol,form_5500,preparer_foreign_address1,124,character varying,255,,YES,,,,
dol,form_5500,preparer_foreign_address2,125,character varying,255,,YES,,,,
dol,form_5500,preparer_foreign_city,126,character varying,100,,YES,,,,
dol,form_5500,preparer_foreign_prov_state,127,character varying,10,,YES,,,,
dol,form_5500,preparer_foreign_cntry,128,numeric,,,YES,,,,
dol,form_5500,preparer_foreign_postal_cd,129,character varying,255,,YES,,,,
dol,form_5500,preparer_phone_num,130,character varying,30,,YES,,,,
dol,form_5500,preparer_phone_num_foreign,131,character varying,30,,YES,,,,
dol,form_5500,tot_act_partcp_boy_cnt,132,numeric,,,YES,,,,
dol,form_5500,subj_m1_filing_req_ind,133,character varying,5,,YES,,,,
dol,form_5500,compliance_m1_filing_req_ind,134,character varying,5,,YES,,,,
dol,form_5500,m1_receipt_confirmation_code,135,character varying,50,,YES,,,,
dol,form_5500,admin_manual_signed_date,136,character varying,30,,YES,,,,
dol,form_5500,admin_manual_signed_name,137,character varying,255,,YES,,,,
dol,form_5500,last_rpt_plan_name,138,character varying,255,,YES,,,,
dol,form_5500,spons_manual_signed_date,139,character varying,30,,YES,,,,
dol,form_5500,spons_manual_signed_name,140,character varying,255,,YES,,,,
dol,form_5500,dfe_manual_signed_date,141,character varying,30,,YES,,,,
dol,form_5500,dfe_manual_signed_name,142,character varying,255,,YES,,,,
dol,form_5500,adopted_plan_perm_sec_act,143,character varying,255,,YES,,,,
dol,form_5500,partcp_account_bal_cnt_boy,144,numeric,,,YES,,,,
dol,form_5500,sch_dcg_attached_ind,145,character varying,5,,YES,,,,
dol,form_5500,num_sch_dcg_attached_cnt,146,numeric,,,YES,,,,
dol,form_5500,sch_mep_attached_ind,147,character varying,5,,YES,,,,
dol,form_5500_icp_filtered,sponsor_dfe_ein,1,character varying,20,,YES,,,,
dol,form_5500_icp_filtered,sponsor_dfe_name,2,character varying,500,,YES,,,,
dol,form_5500_icp_filtered,spons_dfe_mail_us_state,3,character varying,10,,YES,,,,
dol,form_5500_icp_filtered,spons_dfe_mail_us_city,4,character varying,100,,YES,,,,
dol,form_5500_icp_filtered,tot_active_partcp_cnt,5,integer,,32,YES,,,,
dol,form_5500_icp_filtered,normalized_name,6,text,,,YES,,,,
dol,form_5500_icp_filtered,filter_id,7,integer,,32,NO,nextval('dol.form_5500_icp_filtered_filter_id_seq'::regclass),PK,,
dol,form_5500_sf,filing_id,1,uuid,,,NO,gen_random_uuid(),PK,,
dol,form_5500_sf,company_unique_id,2,text,,,YES,,,,
dol,form_5500_sf,ack_id,3,character varying,255,,YES,,,,
dol,form_5500_sf,sf_plan_year_begin_date,4,character varying,255,,YES,,,,
dol,form_5500_sf,sf_tax_prd,5,character varying,255,,YES,,,,
dol,form_5500_sf,sf_plan_entity_cd,6,character varying,255,,YES,,,,
dol,form_5500_sf,sf_initial_filing_ind,7,character varying,5,,YES,,,,
dol,form_5500_sf,sf_amended_ind,8,character varying,5,,YES,,,,
dol,form_5500_sf,sf_final_filing_ind,9,character varying,5,,YES,,,,
dol,form_5500_sf,sf_short_plan_yr_ind,10,character varying,5,,YES,,,,
dol,form_5500_sf,sf_5558_application_filed_ind,11,character varying,5,,YES,,,,
dol,form_5500_sf,sf_ext_automatic_ind,12,character varying,5,,YES,,,,
dol,form_5500_sf,sf_dfvc_program_ind,13,character varying,5,,YES,,,,
dol,form_5500_sf,sf_ext_special_ind,14,character varying,5,,YES,,,,
dol,form_5500_sf,sf_ext_special_text,15,text,,,YES,,,,
dol,form_5500_sf,sf_plan_name,16,character varying,255,,YES,,,,
dol,form_5500_sf,sf_plan_num,17,character varying,255,,YES,,,,
dol,form_5500_sf,sf_plan_eff_date,18,character varying,255,,YES,,,,
dol,form_5500_sf,sf_sponsor_name,19,character varying,255,,YES,,,,
dol,form_5500_sf,sf_sponsor_dfe_dba_name,20,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_us_address1,21,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_us_address2,22,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_us_city,23,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_us_state,24,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_us_zip,25,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_address1,26,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_address2,27,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_city,28,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_prov_state,29,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_cntry,30,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_foreign_postal_cd,31,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_ein,32,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_phone_num,33,character varying,255,,YES,,,,
dol,form_5500_sf,sf_business_code,34,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_name,35,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_care_of_name,36,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_us_address1,37,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_us_address2,38,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_us_city,39,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_us_state,40,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_us_zip,41,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_address1,42,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_address2,43,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_city,44,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_prov_state,45,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_cntry,46,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_foreign_postal_cd,47,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_ein,48,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_phone_num,49,character varying,255,,YES,,,,
dol,form_5500_sf,sf_last_rpt_spons_name,50,character varying,255,,YES,,,,
dol,form_5500_sf,sf_last_rpt_spons_ein,51,character varying,255,,YES,,,,
dol,form_5500_sf,sf_last_rpt_plan_num,52,character varying,255,,YES,,,,
dol,form_5500_sf,sf_tot_partcp_boy_cnt,53,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_act_rtd_sep_benef_cnt,54,numeric,,,YES,,,,
dol,form_5500_sf,sf_partcp_account_bal_cnt,55,numeric,,,YES,,,,
dol,form_5500_sf,sf_eligible_assets_ind,56,character varying,5,,YES,,,,
dol,form_5500_sf,sf_iqpa_waiver_ind,57,character varying,5,,YES,,,,
dol,form_5500_sf,sf_tot_assets_boy_amt,58,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_liabilities_boy_amt,59,numeric,,,YES,,,,
dol,form_5500_sf,sf_net_assets_boy_amt,60,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_assets_eoy_amt,61,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_liabilities_eoy_amt,62,numeric,,,YES,,,,
dol,form_5500_sf,sf_net_assets_eoy_amt,63,numeric,,,YES,,,,
dol,form_5500_sf,sf_emplr_contrib_income_amt,64,numeric,,,YES,,,,
dol,form_5500_sf,sf_particip_contrib_income_amt,65,numeric,,,YES,,,,
dol,form_5500_sf,sf_oth_contrib_rcvd_amt,66,numeric,,,YES,,,,
dol,form_5500_sf,sf_other_income_amt,67,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_income_amt,68,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_distrib_bnft_amt,69,numeric,,,YES,,,,
dol,form_5500_sf,sf_corrective_deemed_distr_amt,70,numeric,,,YES,,,,
dol,form_5500_sf,sf_admin_srvc_providers_amt,71,numeric,,,YES,,,,
dol,form_5500_sf,sf_oth_expenses_amt,72,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_expenses_amt,73,numeric,,,YES,,,,
dol,form_5500_sf,sf_net_income_amt,74,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_plan_transfers_amt,75,numeric,,,YES,,,,
dol,form_5500_sf,sf_type_pension_bnft_code,76,character varying,255,,YES,,,,
dol,form_5500_sf,sf_type_welfare_bnft_code,77,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fail_transmit_contrib_ind,78,character varying,5,,YES,,,,
dol,form_5500_sf,sf_fail_transmit_contrib_amt,79,numeric,,,YES,,,,
dol,form_5500_sf,sf_party_in_int_not_rptd_ind,80,character varying,5,,YES,,,,
dol,form_5500_sf,sf_party_in_int_not_rptd_amt,81,numeric,,,YES,,,,
dol,form_5500_sf,sf_plan_ins_fdlty_bond_ind,82,character varying,5,,YES,,,,
dol,form_5500_sf,sf_plan_ins_fdlty_bond_amt,83,numeric,,,YES,,,,
dol,form_5500_sf,sf_loss_discv_dur_year_ind,84,character varying,5,,YES,,,,
dol,form_5500_sf,sf_loss_discv_dur_year_amt,85,numeric,,,YES,,,,
dol,form_5500_sf,sf_broker_fees_paid_ind,86,character varying,5,,YES,,,,
dol,form_5500_sf,sf_broker_fees_paid_amt,87,numeric,,,YES,,,,
dol,form_5500_sf,sf_fail_provide_benef_due_ind,88,character varying,5,,YES,,,,
dol,form_5500_sf,sf_fail_provide_benef_due_amt,89,numeric,,,YES,,,,
dol,form_5500_sf,sf_partcp_loans_ind,90,character varying,5,,YES,,,,
dol,form_5500_sf,sf_partcp_loans_eoy_amt,91,numeric,,,YES,,,,
dol,form_5500_sf,sf_plan_blackout_period_ind,92,character varying,5,,YES,,,,
dol,form_5500_sf,sf_comply_blackout_notice_ind,93,character varying,5,,YES,,,,
dol,form_5500_sf,sf_db_plan_funding_reqd_ind,94,character varying,5,,YES,,,,
dol,form_5500_sf,sf_dc_plan_funding_reqd_ind,95,character varying,5,,YES,,,,
dol,form_5500_sf,sf_ruling_letter_grant_date,96,character varying,255,,YES,,,,
dol,form_5500_sf,sf_sec_412_req_contrib_amt,97,numeric,,,YES,,,,
dol,form_5500_sf,sf_emplr_contrib_paid_amt,98,numeric,,,YES,,,,
dol,form_5500_sf,sf_funding_deficiency_amt,99,numeric,,,YES,,,,
dol,form_5500_sf,sf_funding_deadline_ind,100,character varying,5,,YES,,,,
dol,form_5500_sf,sf_res_term_plan_adpt_ind,101,character varying,5,,YES,,,,
dol,form_5500_sf,sf_res_term_plan_adpt_amt,102,numeric,,,YES,,,,
dol,form_5500_sf,sf_all_plan_ast_distrib_ind,103,character varying,5,,YES,,,,
dol,form_5500_sf,sf_admin_signed_date,104,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_signed_name,105,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_signed_date,106,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_signed_name,107,character varying,255,,YES,,,,
dol,form_5500_sf,filing_status,108,character varying,255,,YES,,,,
dol,form_5500_sf,date_received,109,character varying,255,,YES,,,,
dol,form_5500_sf,valid_admin_signature,110,character varying,255,,YES,,,,
dol,form_5500_sf,valid_sponsor_signature,111,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_phone_num_foreign,112,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_care_of_name,113,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_address1,114,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_address2,115,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_city,116,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_cntry,117,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_postal_cd,118,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_foreign_prov_stat,119,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_us_address1,120,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_us_address2,121,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_us_city,122,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_us_state,123,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_loc_us_zip,124,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_phone_num_foreign,125,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_name_same_spon_ind,126,character varying,5,,YES,,,,
dol,form_5500_sf,sf_admin_addrss_same_spon_ind,127,character varying,5,,YES,,,,
dol,form_5500_sf,sf_preparer_name,128,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_firm_name,129,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_us_address1,130,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_us_address2,131,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_us_city,132,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_us_state,133,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_us_zip,134,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_address1,135,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_address2,136,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_city,137,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_prov_state,138,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_cntry,139,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_foreign_postal_cd,140,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_phone_num,141,character varying,255,,YES,,,,
dol,form_5500_sf,sf_preparer_phone_num_foreign,142,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fdcry_trust_name,143,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fdcry_trust_ein,144,character varying,255,,YES,,,,
dol,form_5500_sf,sf_unp_min_cont_cur_yrtot_amt,145,numeric,,,YES,,,,
dol,form_5500_sf,sf_covered_pbgc_insurance_ind,146,character varying,5,,YES,,,,
dol,form_5500_sf,sf_tot_act_partcp_boy_cnt,147,numeric,,,YES,,,,
dol,form_5500_sf,sf_tot_act_partcp_eoy_cnt,148,numeric,,,YES,,,,
dol,form_5500_sf,sf_sep_partcp_partl_vstd_cnt,149,numeric,,,YES,,,,
dol,form_5500_sf,sf_trus_inc_unrel_tax_inc_ind,150,character varying,5,,YES,,,,
dol,form_5500_sf,sf_trus_inc_unrel_tax_inc_amt,151,numeric,,,YES,,,,
dol,form_5500_sf,sf_fdcry_truste_cust_name,152,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fdcry_truste_cust_phone_num,153,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fdcry_trus_cus_phon_numfore,154,character varying,255,,YES,,,,
dol,form_5500_sf,sf_401k_plan_ind,155,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_satisfy_rqmts_ind,156,character varying,5,,YES,,,,
dol,form_5500_sf,sf_adp_acp_test_ind,157,character varying,5,,YES,,,,
dol,form_5500_sf,sf_mthd_used_satisfy_rqmts_ind,158,character varying,5,,YES,,,,
dol,form_5500_sf,sf_plan_satisfy_tests_ind,159,character varying,5,,YES,,,,
dol,form_5500_sf,sf_plan_timely_amended_ind,160,character varying,5,,YES,,,,
dol,form_5500_sf,sf_last_plan_amendment_date,161,character varying,255,,YES,,,,
dol,form_5500_sf,sf_tax_code,162,character varying,255,,YES,,,,
dol,form_5500_sf,sf_last_opin_advi_date,163,character varying,255,,YES,,,,
dol,form_5500_sf,sf_last_opin_advi_serial_num,164,character varying,255,,YES,,,,
dol,form_5500_sf,sf_fav_determ_ltr_date,165,character varying,255,,YES,,,,
dol,form_5500_sf,sf_plan_maintain_us_terri_ind,166,character varying,5,,YES,,,,
dol,form_5500_sf,sf_in_service_distrib_ind,167,character varying,5,,YES,,,,
dol,form_5500_sf,sf_in_service_distrib_amt,168,numeric,,,YES,,,,
dol,form_5500_sf,sf_min_req_distrib_ind,169,character varying,5,,YES,,,,
dol,form_5500_sf,sf_admin_manual_sign_date,170,character varying,255,,YES,,,,
dol,form_5500_sf,sf_admin_manual_signed_name,171,character varying,255,,YES,,,,
dol,form_5500_sf,sf_401k_design_based_safe_ind,172,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_prior_year_adp_ind,173,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_current_year_adp_ind,174,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_na_ind,175,character varying,5,,YES,,,,
dol,form_5500_sf,sf_mthd_ratio_prcnt_test_ind,176,character varying,5,,YES,,,,
dol,form_5500_sf,sf_mthd_avg_bnft_test_ind,177,character varying,5,,YES,,,,
dol,form_5500_sf,sf_mthd_na_ind,178,character varying,5,,YES,,,,
dol,form_5500_sf,sf_distrib_made_employe_62_ind,179,character varying,5,,YES,,,,
dol,form_5500_sf,sf_last_rpt_plan_name,180,character varying,255,,YES,,,,
dol,form_5500_sf,sf_premium_filing_confirm_no,181,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_manual_signed_date,182,character varying,255,,YES,,,,
dol,form_5500_sf,sf_spons_manual_signed_name,183,character varying,255,,YES,,,,
dol,form_5500_sf,sf_pbgc_notified_cd,184,character varying,255,,YES,,,,
dol,form_5500_sf,sf_pbgc_notified_explan_text,185,text,,,YES,,,,
dol,form_5500_sf,sf_adopted_plan_perm_sec_act,186,character varying,255,,YES,,,,
dol,form_5500_sf,collectively_bargained,187,character varying,255,,YES,,,,
dol,form_5500_sf,sf_partcp_account_bal_cnt_boy,188,character varying,255,,YES,,,,
dol,form_5500_sf,sf_401k_design_based_safe_harbor_ind,189,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_prior_year_adp_test_ind,190,character varying,5,,YES,,,,
dol,form_5500_sf,sf_401k_current_year_adp_test_ind,191,character varying,5,,YES,,,,
dol,form_5500_sf,sf_opin_letter_date,192,character varying,255,,YES,,,,
dol,form_5500_sf,sf_opin_letter_serial_num,193,character varying,255,,YES,,,,
dol,form_5500_sf,form_year,194,character varying,10,,YES,,,,
dol,form_5500_sf,created_at,195,timestamp with time zone,,,YES,now(),,,
dol,form_5500_sf,updated_at,196,timestamp with time zone,,,YES,now(),,,
dol,pressure_signals,signal_id,1,uuid,,,NO,gen_random_uuid(),PK,,
dol,pressure_signals,company_unique_id,2,text,,,NO,,,,
dol,pressure_signals,signal_type,3,character varying,50,,NO,,,,
dol,pressure_signals,pressure_domain,4,pressure_domain,,,NO,'STRUCTURAL_PRESSURE'::pressure_domain,,,
dol,pressure_signals,pressure_class,5,pressure_class_type,,,YES,,,,
