schema,table,column,data_type,classification,is_pk,fk_references
outreach,v_bit_tier_distribution,avg_score,numeric,DATA,,
outreach,v_bit_tier_distribution,avg_signals,numeric,DATA,,
outreach,v_bit_tier_distribution,company_count,bigint,DATA,,
outreach,v_bit_tier_distribution,max_score,numeric,DATA,,
outreach,v_bit_tier_distribution,score_tier,character varying,DATA,,
outreach,v_blog_ingestion_queue,company_name,text,DATA,,
outreach,v_blog_ingestion_queue,domain,character varying,DATA,,
outreach,v_blog_ingestion_queue,ingress_enabled,boolean,OPERATIONAL,,
outreach,v_blog_ingestion_queue,known_url,text,DATA,,
outreach,v_blog_ingestion_queue,last_checked_at,timestamp with time zone,DATA,,
outreach,v_blog_ingestion_queue,max_urls_per_company,integer,DATA,,
outreach,v_blog_ingestion_queue,max_urls_per_hour,integer,DATA,,
outreach,v_blog_ingestion_queue,outreach_id,uuid,CTB_PATH,,
outreach,v_blog_ingestion_queue,priority,integer,DATA,,
outreach,v_blog_ingestion_queue,sovereign_id,uuid,DATA,,
outreach,v_blog_ingestion_queue,url_status,character varying,OPERATIONAL,,
outreach,v_blog_ready,blog_id,uuid,CTB_PATH,,
outreach,v_blog_ready,content_hash,text,DATA,,
outreach,v_blog_ready,context_summary,text,DATA,,
outreach,v_blog_ready,context_timestamp,timestamp with time zone,DATA,,
outreach,v_blog_ready,created_at,timestamp with time zone,AUDIT,,
outreach,v_blog_ready,freshness_tier,text,DATA,,
outreach,v_blog_ready,http_status,integer,OPERATIONAL,,
outreach,v_blog_ready,is_usable,boolean,OPERATIONAL,,
outreach,v_blog_ready,last_checked_at,timestamp with time zone,DATA,,
outreach,v_blog_ready,outreach_id,uuid,CTB_PATH,,
outreach,v_blog_ready,source_type,text,DATA,,
outreach,v_blog_ready,source_url,text,DATA,,
outreach,v_blog_ready,sovereign_id,uuid,DATA,,
outreach,v_blog_ready,url_status,character varying,OPERATIONAL,,
outreach,v_context_current,blog_signal_count,bigint,DATA,,
outreach,v_context_current,ct_completed_at,timestamp with time zone,DATA,,
outreach,v_context_current,ct_confidence,numeric,DATA,,
outreach,v_context_current,ct_email_method,character varying,DATA,,
outreach,v_context_current,ct_is_catchall,boolean,OPERATIONAL,,
outreach,v_context_current,ct_method_type,character varying,DATA,,
outreach,v_context_current,ct_status,character varying,OPERATIONAL,,
outreach,v_context_current,dol_assets,text,DATA,,
outreach,v_context_current,dol_created_at,timestamp with time zone,DATA,,
outreach,v_context_current,dol_ein,text,DATA,,
outreach,v_context_current,dol_filing_year,text,DATA,,
outreach,v_context_current,dol_participants,text,DATA,,
outreach,v_context_current,domain,character varying,DATA,,
outreach,v_context_current,last_activity_at,timestamp with time zone,DATA,,
outreach,v_context_current,outreach_id,uuid,CTB_PATH,,
outreach,v_context_current,people_count,bigint,DATA,,
outreach,v_context_current,people_verified_count,bigint,DATA,,
outreach,v_context_current,sovereign_id,uuid,DATA,,
outreach,v_context_current,spine_created_at,timestamp with time zone,DATA,,
outreach,v_context_current,spine_updated_at,timestamp with time zone,DATA,,
outreach,v_context_current,waterfall_state,text,OPERATIONAL,,
outreach,v_outreach_diagnostic,blog_error,character varying,DATA,,
outreach,v_outreach_diagnostic,blog_signals,bigint,DATA,,
outreach,v_outreach_diagnostic,blog_status,text,OPERATIONAL,,
outreach,v_outreach_diagnostic,bottleneck_hub,text,DATA,,
outreach,v_outreach_diagnostic,bottleneck_reason,character varying,DATA,,
outreach,v_outreach_diagnostic,created_at,timestamp with time zone,AUDIT,,
outreach,v_outreach_diagnostic,ct_error,character varying,DATA,,
outreach,v_outreach_diagnostic,ct_status,text,OPERATIONAL,,
outreach,v_outreach_diagnostic,dol_error,character varying,DATA,,
outreach,v_outreach_diagnostic,dol_status,text,OPERATIONAL,,
outreach,v_outreach_diagnostic,domain,character varying,DATA,,
outreach,v_outreach_diagnostic,last_activity_at,timestamp with time zone,DATA,,
outreach,v_outreach_diagnostic,outreach_id,uuid,CTB_PATH,,
outreach,v_outreach_diagnostic,outreach_ready,boolean,OPERATIONAL,,
outreach,v_outreach_diagnostic,people_count,bigint,DATA,,
outreach,v_outreach_diagnostic,people_error,character varying,DATA,,
outreach,v_outreach_diagnostic,people_status,text,OPERATIONAL,,
outreach,v_outreach_diagnostic,people_verified,bigint,DATA,,
outreach,v_outreach_diagnostic,sovereign_id,uuid,DATA,,
outreach,vw_marketing_eligibility,bit_gate_status,text,OPERATIONAL,,
outreach,vw_marketing_eligibility,bit_score,integer,DATA,,
outreach,vw_marketing_eligibility,company_target_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility,company_unique_id,text,CTB_PATH,,
outreach,vw_marketing_eligibility,dol_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility,marketing_tier,integer,DATA,,
outreach,vw_marketing_eligibility,next_tier_requirement,text,DATA,,
outreach,vw_marketing_eligibility,overall_status,text,OPERATIONAL,,
outreach,vw_marketing_eligibility,people_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility,talent_flow_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility,tier_explanation,text,DATA,,
outreach,vw_marketing_eligibility_with_overrides,bit_gate_status,text,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,bit_score,integer,DATA,,
outreach,vw_marketing_eligibility_with_overrides,company_target_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,company_unique_id,text,CTB_PATH,,
outreach,vw_marketing_eligibility_with_overrides,computed_tier,integer,DATA,,
outreach,vw_marketing_eligibility_with_overrides,dol_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,effective_tier,integer,DATA,,
outreach,vw_marketing_eligibility_with_overrides,effective_tier_explanation,text,DATA,,
outreach,vw_marketing_eligibility_with_overrides,has_active_override,boolean,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,next_tier_requirement,text,DATA,,
outreach,vw_marketing_eligibility_with_overrides,overall_status,text,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,override_reasons,ARRAY,DATA,,
outreach,vw_marketing_eligibility_with_overrides,override_types,ARRAY,DATA,,
outreach,vw_marketing_eligibility_with_overrides,people_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,talent_flow_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_marketing_eligibility_with_overrides,tier_cap,integer,DATA,,
outreach,vw_sovereign_completion,bit_gate_status,text,OPERATIONAL,,
outreach,vw_sovereign_completion,bit_score,integer,DATA,,
outreach,vw_sovereign_completion,blocked_count,bigint,DATA,,
outreach,vw_sovereign_completion,company_target_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_sovereign_completion,company_unique_id,text,CTB_PATH,,
outreach,vw_sovereign_completion,dol_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_sovereign_completion,fail_count,bigint,DATA,,
outreach,vw_sovereign_completion,in_progress_count,bigint,DATA,,
outreach,vw_sovereign_completion,overall_status,text,OPERATIONAL,,
outreach,vw_sovereign_completion,pass_count,bigint,DATA,,
outreach,vw_sovereign_completion,people_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_sovereign_completion,talent_flow_status,USER-DEFINED,OPERATIONAL,,
outreach,vw_sovereign_completion,total_required_hubs,bigint,DATA,,
outreach_ctx,context,created_at,timestamp with time zone,AUDIT,,
outreach_ctx,context,notes,text,DATA,,
outreach_ctx,context,outreach_context_id,text,PK,PK,
outreach_ctx,context,status,text,OPERATIONAL,,
outreach_ctx,spend_log,attempted_at,timestamp with time zone,DATA,,
outreach_ctx,spend_log,company_sov_id,uuid,DATA,,
outreach_ctx,spend_log,cost_credits,numeric,DATA,,
outreach_ctx,spend_log,id,bigint,PK,PK,
outreach_ctx,spend_log,outreach_context_id,text,DATA,,
outreach_ctx,spend_log,tier,integer,DATA,,
outreach_ctx,spend_log,tool_name,text,DATA,,
outreach_ctx,tool_attempts,attempted_at,timestamp with time zone,DATA,,
outreach_ctx,tool_attempts,id,bigint,PK,PK,
outreach_ctx,tool_attempts,outreach_context_id,text,DATA,,
outreach_ctx,tool_attempts,tier,integer,DATA,,
outreach_ctx,tool_attempts,tool_name,text,DATA,,
people,company_resolution_log,company_id,text,DATA,,
people,company_resolution_log,created_at,timestamp with time zone,AUDIT,,
people,company_resolution_log,log_id,integer,PK,PK,
people,company_resolution_log,normalized_role,text,DATA,,
people,company_resolution_log,person_intake_id,text,DATA,,
people,company_resolution_log,reason,text,DATA,,
people,company_resolution_log,resolution_status,text,OPERATIONAL,,
people,company_resolution_log,run_id,text,DATA,,
people,company_slot,company_unique_id,text,CTB_PATH,,
people,company_slot,confidence_score,numeric,DATA,,
people,company_slot,created_at,timestamp with time zone,AUDIT,,
people,company_slot,filled_at,timestamp with time zone,DATA,,
people,company_slot,is_filled,boolean,OPERATIONAL,,
people,company_slot,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
people,company_slot,person_unique_id,text,DATA,,
people,company_slot,slot_id,uuid,PK,PK,
people,company_slot,slot_type,text,DATA,,
people,company_slot,source_system,text,DATA,,
people,company_slot,updated_at,timestamp with time zone,AUDIT,,
people,company_slot_archive,archive_reason,text,DISCRIMINATOR,,
people,company_slot_archive,archived_at,timestamp with time zone,AUDIT,,
people,company_slot_archive,company_unique_id,text,CTB_PATH,,
people,company_slot_archive,confidence_score,numeric,DATA,,
people,company_slot_archive,created_at,timestamp with time zone,AUDIT,,
people,company_slot_archive,filled_at,timestamp with time zone,DATA,,
people,company_slot_archive,is_filled,boolean,OPERATIONAL,,
people,company_slot_archive,outreach_id,uuid,CTB_PATH,,
people,company_slot_archive,person_unique_id,text,DATA,,
people,company_slot_archive,slot_id,uuid,PK,PK,
people,company_slot_archive,slot_type,text,DATA,,
people,company_slot_archive,source_system,text,DATA,,
people,company_slot_archive,updated_at,timestamp with time zone,AUDIT,,
people,contact_enhanced_view,calendly_url,text,DATA,,
people,contact_enhanced_view,company_unique_id,text,CTB_PATH,,
people,contact_enhanced_view,computed_full_name,text,DATA,,
people,contact_enhanced_view,contact_availability,text,DATA,,
people,contact_enhanced_view,contact_id,bigint,DATA,,
people,contact_enhanced_view,contact_owner,text,DATA,,
people,contact_enhanced_view,created_at,timestamp with time zone,AUDIT,,
people,contact_enhanced_view,department,text,DATA,,
people,contact_enhanced_view,do_not_contact,boolean,DATA,,
people,contact_enhanced_view,email,text,DATA,,
people,contact_enhanced_view,email_last_verified_at,timestamp with time zone,DATA,,
people,contact_enhanced_view,email_status,text,OPERATIONAL,,
people,contact_enhanced_view,facebook_url,text,DATA,,
people,contact_enhanced_view,first_name,text,DATA,,
people,contact_enhanced_view,full_name,text,DATA,,
people,contact_enhanced_view,github_url,text,DATA,,
people,contact_enhanced_view,has_phone,boolean,OPERATIONAL,,
people,contact_enhanced_view,has_profile_source,boolean,OPERATIONAL,,
people,contact_enhanced_view,has_social_media,boolean,OPERATIONAL,,
people,contact_enhanced_view,instagram_url,text,DATA,,
people,contact_enhanced_view,last_name,text,DATA,,
people,contact_enhanced_view,last_profile_checked_at,timestamp with time zone,DATA,,
people,contact_enhanced_view,linkedin_url,text,DATA,,
people,contact_enhanced_view,mobile_phone_e164,text,DATA,,
people,contact_enhanced_view,personal_website_url,text,DATA,,
people,contact_enhanced_view,phone,text,DATA,,
people,contact_enhanced_view,profile_source_url,text,DATA,,
people,contact_enhanced_view,seniority,text,DATA,,
people,contact_enhanced_view,slot_unique_id,text,DATA,,
people,contact_enhanced_view,source_record_id,text,DATA,,
people,contact_enhanced_view,source_system,text,DATA,,
people,contact_enhanced_view,telegram_handle,text,DATA,,
people,contact_enhanced_view,threads_url,text,DATA,,
people,contact_enhanced_view,tiktok_url,text,DATA,,
people,contact_enhanced_view,title,text,DATA,,
people,contact_enhanced_view,updated_at,timestamp with time zone,AUDIT,,
people,contact_enhanced_view,whatsapp_handle,text,DATA,,
people,contact_enhanced_view,work_phone_e164,text,DATA,,
people,contact_enhanced_view,x_url,text,DATA,,
people,contact_enhanced_view,youtube_url,text,DATA,,
people,due_email_recheck_30d,contact_id,bigint,DATA,,
people,due_email_recheck_30d,email,text,DATA,,
people,due_email_recheck_30d,email_checked_at,timestamp with time zone,DATA,,
people,due_email_recheck_30d,email_status,text,OPERATIONAL,,
people,due_email_recheck_30d,full_name,text,DATA,,
people,due_email_recheck_30d,last_checked_at,timestamp with time zone,DATA,,
people,due_email_recheck_30d,title,text,DATA,,
people,next_profile_urls_30d,contact_id,bigint,DATA,,
people,next_profile_urls_30d,last_checked_at,timestamp with time zone,DATA,,
people,next_profile_urls_30d,url,text,DATA,,
people,paid_enrichment_queue,company_name,character varying,DATA,,
people,paid_enrichment_queue,company_unique_id,text,CTB_PATH,,
people,paid_enrichment_queue,empty_slots,ARRAY,DATA,,
people,paid_enrichment_queue,failure_reason,text,DATA,,
people,paid_enrichment_queue,id,integer,PK,PK,
people,paid_enrichment_queue,priority,integer,DATA,,
people,paid_enrichment_queue,processed_at,timestamp without time zone,DATA,,
people,paid_enrichment_queue,processed_via,character varying,DATA,,
people,paid_enrichment_queue,queued_at,timestamp without time zone,DATA,,
people,paid_enrichment_queue,source_url,text,DATA,,
people,paid_enrichment_queue,source_url_id,uuid,DATA,,
people,paid_enrichment_queue,status,character varying,OPERATIONAL,,
people,paid_enrichment_queue,url_type,character varying,DATA,,
people,people_errors,archived_at,timestamp with time zone,AUDIT,,
people,people_errors,created_at,timestamp with time zone,AUDIT,,
people,people_errors,disposition,USER-DEFINED,DATA,,
people,people_errors,error_code,text,DATA,,
people,people_errors,error_id,uuid,PK,PK,
people,people_errors,error_message,text,DATA,,
people,people_errors,error_stage,text,DATA,,
people,people_errors,error_type,text,DISCRIMINATOR,,
people,people_errors,escalated_at,timestamp with time zone,DATA,,
people,people_errors,escalation_level,integer,DATA,,
people,people_errors,last_retry_at,timestamp with time zone,DATA,,
people,people_errors,last_updated_at,timestamp with time zone,DATA,,
people,people_errors,max_retries,integer,DATA,,
people,people_errors,next_retry_at,timestamp with time zone,DATA,,
people,people_errors,outreach_id,uuid,CTB_PATH,,
people,people_errors,park_reason,text,DATA,,
people,people_errors,parked_at,timestamp with time zone,DATA,,
people,people_errors,parked_by,text,DATA,,
people,people_errors,person_id,uuid,CTB_PATH,,
people,people_errors,raw_payload,jsonb,DATA,,
people,people_errors,retry_after,timestamp with time zone,DATA,,
people,people_errors,retry_count,integer,DATA,,
people,people_errors,retry_exhausted,boolean,DATA,,
people,people_errors,retry_strategy,text,DATA,,
people,people_errors,slot_id,uuid,CTB_PATH,,
people,people_errors,source_hints_used,jsonb,DATA,,
people,people_errors,status,text,OPERATIONAL,,
people,people_errors,ttl_tier,USER-DEFINED,DATA,,
people,people_errors_archive,archive_reason,text,DISCRIMINATOR,,
people,people_errors_archive,archived_at,timestamp with time zone,AUDIT,,
people,people_errors_archive,archived_by,text,DATA,,
people,people_errors_archive,created_at,timestamp with time zone,AUDIT,,
people,people_errors_archive,disposition,USER-DEFINED,DATA,,
people,people_errors_archive,error_code,character varying,DATA,,
people,people_errors_archive,error_id,uuid,PK,PK,
people,people_errors_archive,error_message,text,DATA,,
people,people_errors_archive,error_stage,character varying,DATA,,
people,people_errors_archive,error_type,character varying,DISCRIMINATOR,,
people,people_errors_archive,escalated_at,timestamp with time zone,DATA,,
people,people_errors_archive,escalation_level,integer,DATA,,
people,people_errors_archive,final_disposition,USER-DEFINED,DATA,,
people,people_errors_archive,last_retry_at,timestamp with time zone,DATA,,
people,people_errors_archive,last_updated_at,timestamp with time zone,DATA,,
people,people_errors_archive,max_retries,integer,DATA,,
people,people_errors_archive,outreach_id,uuid,CTB_PATH,,
people,people_errors_archive,park_reason,text,DATA,,
people,people_errors_archive,parked_at,timestamp with time zone,DATA,,
people,people_errors_archive,parked_by,text,DATA,,
people,people_errors_archive,person_id,uuid,CTB_PATH,,
people,people_errors_archive,raw_payload,jsonb,DATA,,
people,people_errors_archive,retention_expires_at,timestamp with time zone,DATA,,
people,people_errors_archive,retry_count,integer,DATA,,
people,people_errors_archive,retry_exhausted,boolean,DATA,,
people,people_errors_archive,retry_strategy,character varying,DATA,,
people,people_errors_archive,slot_id,uuid,CTB_PATH,,
people,people_errors_archive,source_hints_used,jsonb,DATA,,
people,people_errors_archive,status,character varying,OPERATIONAL,,
people,people_errors_archive,ttl_tier,USER-DEFINED,DATA,,
people,people_invalid,batch_id,text,DATA,,
people,people_invalid,city,text,DATA,,
people,people_invalid,company_name,text,DATA,,
people,people_invalid,company_unique_id,text,CTB_PATH,,
people,people_invalid,created_at,timestamp without time zone,AUDIT,,
people,people_invalid,email,text,DATA,,
people,people_invalid,enrichment_data,jsonb,DATA,,
people,people_invalid,failed_at,timestamp without time zone,DATA,,
people,people_invalid,first_name,text,DATA,,
people,people_invalid,full_name,text,DATA,,
people,people_invalid,id,bigint,PK,PK,
people,people_invalid,last_name,text,DATA,,
people,people_invalid,linkedin_url,text,DATA,,
people,people_invalid,phone,text,DATA,,
people,people_invalid,promoted_at,timestamp without time zone,DATA,,
people,people_invalid,promoted_to,text,DATA,,
people,people_invalid,reason_code,text,DATA,,
people,people_invalid,reviewed,boolean,DATA,,
people,people_invalid,source_table,text,DATA,,
people,people_invalid,state,text,OPERATIONAL,,
people,people_invalid,title,text,DATA,,
people,people_invalid,unique_id,text,DATA,,
people,people_invalid,updated_at,timestamp without time zone,AUDIT,,
people,people_invalid,validation_errors,jsonb,DATA,,
people,people_invalid,validation_status,text,OPERATIONAL,,
people,people_invalid,validation_warnings,jsonb,DATA,,
people,people_master,bio,text,DATA,,
people,people_master,certifications,ARRAY,DATA,,
people,people_master,company_slot_unique_id,text,DATA,,
people,people_master,company_unique_id,text,CTB_PATH,,
people,people_master,created_at,timestamp with time zone,AUDIT,,
people,people_master,department,text,DATA,,
people,people_master,education,text,DATA,,
people,people_master,email,text,DATA,,
people,people_master,email_verification_source,text,DATA,,
people,people_master,email_verified,boolean,DATA,,
people,people_master,email_verified_at,timestamp with time zone,DATA,,
people,people_master,facebook_url,text,DATA,,
people,people_master,first_name,text,DATA,,
people,people_master,full_name,text,DATA,,
people,people_master,is_decision_maker,boolean,OPERATIONAL,,
people,people_master,last_enrichment_attempt,timestamp without time zone,DATA,,
people,people_master,last_name,text,DATA,,
people,people_master,last_verified_at,timestamp without time zone,DATA,,
people,people_master,linkedin_url,text,DATA,,
people,people_master,message_key_scheduled,text,DATA,,
people,people_master,personal_phone_e164,text,DATA,,
people,people_master,promoted_from_intake_at,timestamp with time zone,DATA,,
people,people_master,promotion_audit_log_id,integer,DATA,,
people,people_master,seniority,text,DATA,,
people,people_master,skills,ARRAY,DATA,,
people,people_master,source_record_id,text,DATA,,
people,people_master,source_system,text,DATA,,
people,people_master,title,text,DATA,,
people,people_master,twitter_url,text,DATA,,
people,people_master,unique_id,text,PK,PK,
people,people_master,updated_at,timestamp with time zone,AUDIT,,
people,people_master,validation_status,character varying,OPERATIONAL,,
people,people_master,work_phone_e164,text,DATA,,
people,people_master_archive,archive_id,integer,PK,PK,
people,people_master_archive,archive_reason,text,DISCRIMINATOR,,
people,people_master_archive,archived_at,timestamp with time zone,AUDIT,,
people,people_master_archive,bio,text,DATA,,
people,people_master_archive,certifications,text,DATA,,
people,people_master_archive,company_slot_unique_id,text,DATA,,
people,people_master_archive,company_unique_id,text,CTB_PATH,,
people,people_master_archive,created_at,timestamp with time zone,AUDIT,,
people,people_master_archive,department,text,DATA,,
people,people_master_archive,education,text,DATA,,
people,people_master_archive,email,text,DATA,,
people,people_master_archive,email_verification_source,text,DATA,,
people,people_master_archive,email_verified,boolean,DATA,,
people,people_master_archive,email_verified_at,timestamp with time zone,DATA,,
people,people_master_archive,facebook_url,text,DATA,,
people,people_master_archive,first_name,text,DATA,,
people,people_master_archive,full_name_stored,text,DATA,,
people,people_master_archive,last_enrichment_attempt,timestamp with time zone,DATA,,
people,people_master_archive,last_name,text,DATA,,
people,people_master_archive,last_verified_at,timestamp with time zone,DATA,,
people,people_master_archive,linkedin_url,text,DATA,,
people,people_master_archive,message_key_scheduled,text,DATA,,
people,people_master_archive,personal_phone_e164,text,DATA,,
people,people_master_archive,promoted_from_intake_at,timestamp with time zone,DATA,,
people,people_master_archive,promotion_audit_log_id,integer,DATA,,
people,people_master_archive,seniority,text,DATA,,
people,people_master_archive,skills,text,DATA,,
people,people_master_archive,source_record_id,text,DATA,,
people,people_master_archive,source_system,text,DATA,,
people,people_master_archive,title,text,DATA,,
people,people_master_archive,twitter_url,text,DATA,,
people,people_master_archive,unique_id,text,DATA,,
people,people_master_archive,updated_at,timestamp with time zone,AUDIT,,
people,people_master_archive,validation_status_stored,text,DATA,,
people,people_master_archive,work_phone_e164,text,DATA,,
people,people_promotion_audit,audit_id,integer,PK,PK,
people,people_promotion_audit,count,integer,DATA,,
people,people_promotion_audit,created_at,timestamp with time zone,AUDIT,,
people,people_promotion_audit,resolution_status,text,OPERATIONAL,,
people,people_promotion_audit,role,text,DATA,,
people,people_promotion_audit,run_id,text,DATA,,
people,people_resolution_history,checked_at,timestamp with time zone,DATA,,
people,people_resolution_history,confidence_score,numeric,DATA,,
people,people_resolution_history,correlation_id,uuid,DATA,,
people,people_resolution_history,created_at,timestamp with time zone,AUDIT,,
people,people_resolution_history,history_id,uuid,PK,PK,
people,people_resolution_history,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
people,people_resolution_history,person_identifier,text,DATA,,
people,people_resolution_history,process_id,uuid,DATA,,
people,people_resolution_history,rejection_reason,text,DATA,,
people,people_resolution_history,resolution_outcome,character varying,DATA,,
people,people_resolution_history,slot_type,character varying,DATA,,
people,people_resolution_history,source,character varying,DATA,,
people,people_resolution_history,source_response,jsonb,DATA,,
people,people_resolution_queue,assigned_to,text,DATA,,
people,people_resolution_queue,attempt_count,integer,DATA,,
people,people_resolution_queue,company_slot_unique_id,text,FK,,company.company_slots(company_slot_unique_id)
people,people_resolution_queue,company_unique_id,text,FK,,company.company_master(company_unique_id)
people,people_resolution_queue,created_at,timestamp without time zone,AUDIT,,
people,people_resolution_queue,error_details,jsonb,DATA,,
people,people_resolution_queue,existing_email,text,DATA,,
people,people_resolution_queue,issue_type,text,DATA,,
people,people_resolution_queue,last_touched_at,timestamp without time zone,DATA,,
people,people_resolution_queue,notes,text,DATA,,
people,people_resolution_queue,priority,integer,DATA,,
people,people_resolution_queue,queue_id,integer,PK,PK,
people,people_resolution_queue,resolved_at,timestamp without time zone,DATA,,
people,people_resolution_queue,resolved_contact_id,text,DATA,,
people,people_resolution_queue,slot_type,text,DATA,,
people,people_resolution_queue,status,text,OPERATIONAL,,
people,people_resolution_queue,touched_by,text,DATA,,
people,people_sidecar,clay_insight_summary,text,DATA,,
people,people_sidecar,clay_segments,ARRAY,DATA,,
people,people_sidecar,confidence_score,numeric,DATA,,
people,people_sidecar,created_at,timestamp without time zone,AUDIT,,
people,people_sidecar,enrichment_payload,jsonb,DATA,,
people,people_sidecar,enrichment_source,text,DATA,,
people,people_sidecar,last_enriched_at,timestamp without time zone,DATA,,
people,people_sidecar,person_unique_id,character varying,PK,PK,people.people_master(unique_id)
people,people_sidecar,social_profiles,jsonb,DATA,,
people,people_sidecar,updated_at,timestamp without time zone,AUDIT,,
people,person_movement_history,company_from_id,text,FK,,company.company_master(company_unique_id)
people,person_movement_history,company_to_id,text,FK,,company.company_master(company_unique_id)
people,person_movement_history,created_at,timestamp without time zone,AUDIT,,
people,person_movement_history,detected_at,timestamp without time zone,DATA,,
people,person_movement_history,id,integer,PK,PK,
people,person_movement_history,linkedin_url,text,DATA,,
people,person_movement_history,movement_type,text,DISCRIMINATOR,,
people,person_movement_history,person_unique_id,text,FK,,people.people_master(unique_id)
people,person_movement_history,raw_payload,jsonb,DATA,,
people,person_movement_history,title_from,text,DATA,,
people,person_movement_history,title_to,text,DATA,,
people,person_scores,bit_score,integer,DATA,,
people,person_scores,calculated_at,timestamp without time zone,DATA,,
people,person_scores,confidence_score,integer,DATA,,
people,person_scores,created_at,timestamp without time zone,AUDIT,,
people,person_scores,id,integer,PK,PK,
people,person_scores,person_unique_id,text,FK,,people.people_master(unique_id)
people,person_scores,score_factors,jsonb,DATA,,
people,person_scores,updated_at,timestamp without time zone,AUDIT,,
people,pressure_signals,company_unique_id,text,CTB_PATH,,
people,pressure_signals,correlation_id,uuid,DATA,,
people,pressure_signals,created_at,timestamp with time zone,AUDIT,,
people,pressure_signals,detected_at,timestamp with time zone,DATA,,
people,pressure_signals,expires_at,timestamp with time zone,DATA,,
people,pressure_signals,magnitude,integer,DATA,,
people,pressure_signals,pressure_class,USER-DEFINED,DATA,,
people,pressure_signals,pressure_domain,USER-DEFINED,DATA,,
people,pressure_signals,signal_id,uuid,PK,PK,
people,pressure_signals,signal_type,character varying,DISCRIMINATOR,,
people,pressure_signals,signal_value,jsonb,DATA,,
people,pressure_signals,source_record_id,text,DATA,,
people,slot_assignment_history,company_slot_unique_id,text,DATA,,
people,slot_assignment_history,company_unique_id,text,CTB_PATH,,
people,slot_assignment_history,confidence_score,numeric,DATA,,
people,slot_assignment_history,created_at,timestamp with time zone,AUDIT,,
people,slot_assignment_history,displaced_by_person_id,text,DATA,,
people,slot_assignment_history,displacement_reason,text,DATA,,
people,slot_assignment_history,event_metadata,jsonb,DATA,,
people,slot_assignment_history,event_ts,timestamp with time zone,DATA,,
people,slot_assignment_history,event_type,text,DATA,,
people,slot_assignment_history,history_id,bigint,PK,PK,
people,slot_assignment_history,original_filled_at,timestamp with time zone,DATA,,
people,slot_assignment_history,person_unique_id,text,DATA,,
people,slot_assignment_history,slot_type,text,DATA,,
people,slot_assignment_history,source_system,text,DATA,,
people,slot_assignment_history,tenure_days,integer,DATA,,
people,slot_ingress_control,created_at,timestamp with time zone,AUDIT,,
people,slot_ingress_control,description,text,DATA,,
people,slot_ingress_control,disabled_at,timestamp with time zone,DATA,,
people,slot_ingress_control,disabled_by,character varying,DATA,,
people,slot_ingress_control,enabled_at,timestamp with time zone,DATA,,
people,slot_ingress_control,enabled_by,character varying,DATA,,
people,slot_ingress_control,is_enabled,boolean,OPERATIONAL,,
people,slot_ingress_control,switch_id,uuid,PK,PK,
people,slot_ingress_control,switch_name,character varying,DATA,,
people,slot_orphan_snapshot_r0_002,company_slot_unique_id,text,DATA,,
people,slot_orphan_snapshot_r0_002,company_unique_id,text,CTB_PATH,,
people,slot_orphan_snapshot_r0_002,derivation_status,text,OPERATIONAL,,
people,slot_orphan_snapshot_r0_002,derived_outreach_id,uuid,DATA,,
people,slot_orphan_snapshot_r0_002,original_outreach_id,uuid,DATA,,
people,slot_orphan_snapshot_r0_002,slot_type,text,DATA,,
people,slot_orphan_snapshot_r0_002,snapshot_at,timestamp with time zone,DATA,,
people,slot_orphan_snapshot_r0_002,snapshot_id,integer,PK,PK,
people,slot_quarantine_r0_002,company_slot_unique_id,text,DATA,,
people,slot_quarantine_r0_002,company_unique_id,text,CTB_PATH,,
people,slot_quarantine_r0_002,quarantine_id,integer,PK,PK,
people,slot_quarantine_r0_002,quarantine_reason,text,DATA,,
people,slot_quarantine_r0_002,quarantined_at,timestamp with time zone,DATA,,
people,slot_quarantine_r0_002,slot_type,text,DATA,,
people,title_slot_mapping,created_at,timestamp without time zone,AUDIT,,
people,title_slot_mapping,id,integer,PK,PK,
people,title_slot_mapping,priority,integer,DATA,,
people,title_slot_mapping,slot_type,character varying,DATA,,
people,title_slot_mapping,title_pattern,character varying,DATA,,
people,v_extraction_progress,extraction_status,character varying,OPERATIONAL,,
people,v_extraction_progress,people_found,bigint,DATA,,
people,v_extraction_progress,requires_paid_enrichment,boolean,DATA,,
people,v_extraction_progress,urls,bigint,DATA,,
