schema,table,column,data_type,classification,is_pk,fk_references
bit,authorization_log,actual_band,integer,DATA,,
bit,authorization_log,authorized,boolean,DATA,,
bit,authorization_log,company_unique_id,text,CTB_PATH,,
bit,authorization_log,correlation_id,text,DATA,,
bit,authorization_log,denial_reason,text,DATA,,
bit,authorization_log,log_id,uuid,PK,PK,
bit,authorization_log,proof_id,text,DATA,,
bit,authorization_log,proof_valid,boolean,DATA,,
bit,authorization_log,requested_action,text,DATA,,
bit,authorization_log,requested_at,timestamp with time zone,DATA,,
bit,authorization_log,requested_band,integer,DATA,,
bit,authorization_log,requested_by,text,DATA,,
bit,movement_events,company_unique_id,text,CTB_PATH,,
bit,movement_events,comparison_period,text,DATA,,
bit,movement_events,created_at,timestamp with time zone,AUDIT,,
bit,movement_events,detected_at,timestamp with time zone,DATA,,
bit,movement_events,direction,text,DATA,,
bit,movement_events,domain,text,DATA,,
bit,movement_events,evidence,jsonb,DATA,,
bit,movement_events,magnitude,numeric,DATA,,
bit,movement_events,movement_class,text,DATA,,
bit,movement_events,movement_id,uuid,PK,PK,
bit,movement_events,pressure_class,text,DATA,,
bit,movement_events,source_fields,ARRAY,DATA,,
bit,movement_events,source_hub,text,DISCRIMINATOR,,
bit,movement_events,source_record_ids,jsonb,DATA,,
bit,movement_events,source_table,text,DATA,,
bit,movement_events,valid_from,timestamp with time zone,DATA,,
bit,movement_events,valid_until,timestamp with time zone,DATA,,
bit,phase_state,aligned_domains,integer,DATA,,
bit,phase_state,blog_active,boolean,OPERATIONAL,,
bit,phase_state,company_unique_id,text,PK,PK,
bit,phase_state,current_band,integer,DATA,,
bit,phase_state,dol_active,boolean,OPERATIONAL,,
bit,phase_state,last_band_change_at,timestamp with time zone,DATA,,
bit,phase_state,last_movement_at,timestamp with time zone,DATA,,
bit,phase_state,people_active,boolean,OPERATIONAL,,
bit,phase_state,phase_entered_at,timestamp with time zone,DATA,,
bit,phase_state,phase_status,text,OPERATIONAL,,
bit,phase_state,primary_pressure,text,DATA,,
bit,phase_state,stasis_start,timestamp with time zone,OPERATIONAL,,
bit,phase_state,stasis_years,numeric,OPERATIONAL,,
bit,phase_state,updated_at,timestamp with time zone,AUDIT,,
bit,proof_lines,band,integer,DATA,,
bit,proof_lines,company_unique_id,text,CTB_PATH,,
bit,proof_lines,evidence,jsonb,DATA,,
bit,proof_lines,generated_at,timestamp with time zone,DATA,,
bit,proof_lines,generated_by,text,DATA,,
bit,proof_lines,human_readable,text,DATA,,
bit,proof_lines,movement_ids,ARRAY,DATA,,
bit,proof_lines,pressure_class,text,DATA,,
bit,proof_lines,proof_id,text,PK,PK,
bit,proof_lines,sources,ARRAY,DATA,,
bit,proof_lines,valid_until,timestamp with time zone,DATA,,
bit,vw_active_movements,company_unique_id,text,CTB_PATH,,
bit,vw_active_movements,detected_at,timestamp with time zone,DATA,,
bit,vw_active_movements,domain,text,DATA,,
bit,vw_active_movements,magnitude,numeric,DATA,,
bit,vw_active_movements,movement_class,text,DATA,,
bit,vw_active_movements,pressure_class,text,DATA,,
bit,vw_active_movements,time_remaining,interval,DATA,,
bit,vw_active_movements,valid_until,timestamp with time zone,DATA,,
bit,vw_company_authorization,active_movement_count,bigint,DATA,,
bit,vw_company_authorization,aligned_domains,integer,DATA,,
bit,vw_company_authorization,blog_active,boolean,OPERATIONAL,,
bit,vw_company_authorization,company_unique_id,text,CTB_PATH,,
bit,vw_company_authorization,current_band,integer,DATA,,
bit,vw_company_authorization,dol_active,boolean,OPERATIONAL,,
bit,vw_company_authorization,last_movement_at,timestamp with time zone,DATA,,
bit,vw_company_authorization,people_active,boolean,OPERATIONAL,,
bit,vw_company_authorization,phase_status,text,OPERATIONAL,,
bit,vw_company_authorization,primary_pressure,text,DATA,,
bit,vw_company_authorization,valid_proof_count,bigint,DATA,,
blog,pressure_signals,company_unique_id,text,CTB_PATH,,
blog,pressure_signals,correlation_id,uuid,DATA,,
blog,pressure_signals,created_at,timestamp with time zone,AUDIT,,
blog,pressure_signals,detected_at,timestamp with time zone,DATA,,
blog,pressure_signals,expires_at,timestamp with time zone,DATA,,
blog,pressure_signals,magnitude,integer,DATA,,
blog,pressure_signals,pressure_class,USER-DEFINED,DATA,,
blog,pressure_signals,pressure_domain,USER-DEFINED,DATA,,
blog,pressure_signals,signal_id,uuid,PK,PK,
blog,pressure_signals,signal_type,character varying,DISCRIMINATOR,,
blog,pressure_signals,signal_value,jsonb,DATA,,
blog,pressure_signals,source_record_id,text,DATA,,
catalog,columns,business_definition,text,DATA,,
catalog,columns,business_name,character varying,DATA,,
catalog,columns,column_id,character varying,PK,PK,
catalog,columns,column_name,character varying,DATA,,
catalog,columns,created_at,timestamp without time zone,AUDIT,,
catalog,columns,data_sensitivity,character varying,DATA,,
catalog,columns,data_type,character varying,DATA,,
catalog,columns,default_value,text,DATA,,
catalog,columns,description,text,DATA,,
catalog,columns,format_example,character varying,DATA,,
catalog,columns,format_pattern,character varying,DATA,,
catalog,columns,is_foreign_key,boolean,OPERATIONAL,,
catalog,columns,is_nullable,boolean,OPERATIONAL,,
catalog,columns,is_primary_key,boolean,OPERATIONAL,,
catalog,columns,max_length,integer,DATA,,
catalog,columns,ordinal_position,integer,DATA,,
catalog,columns,pii_classification,character varying,DATA,,
catalog,columns,references_column,character varying,DATA,,
catalog,columns,source_field,character varying,DATA,,
catalog,columns,source_system,character varying,DATA,,
catalog,columns,synonyms,ARRAY,DATA,,
catalog,columns,table_id,character varying,FK,,catalog.tables(table_id)
catalog,columns,tags,ARRAY,DATA,,
catalog,columns,transformation_logic,text,DATA,,
catalog,columns,updated_at,timestamp without time zone,AUDIT,,
catalog,columns,valid_values,ARRAY,DATA,,
catalog,columns,validation_rule,text,DATA,,
catalog,relationships,created_at,timestamp without time zone,AUDIT,,
catalog,relationships,description,text,DATA,,
catalog,relationships,from_column_id,character varying,DATA,,
catalog,relationships,from_table_id,character varying,DATA,,
catalog,relationships,is_enforced,boolean,OPERATIONAL,,
catalog,relationships,relationship_id,integer,PK,PK,
catalog,relationships,relationship_name,character varying,DATA,,
catalog,relationships,relationship_type,character varying,DATA,,
catalog,relationships,to_column_id,character varying,DATA,,
catalog,relationships,to_table_id,character varying,DATA,,
catalog,schemas,created_at,timestamp without time zone,AUDIT,,
catalog,schemas,description,text,DATA,,
catalog,schemas,owner,character varying,DATA,,
catalog,schemas,parent_schema,character varying,DATA,,
catalog,schemas,schema_id,character varying,PK,PK,
catalog,schemas,schema_name,character varying,DATA,,
catalog,schemas,schema_type,character varying,DATA,,
catalog,schemas,updated_at,timestamp without time zone,AUDIT,,
catalog,tables,business_purpose,text,DATA,,
catalog,tables,created_at,timestamp without time zone,AUDIT,,
catalog,tables,data_source,character varying,DATA,,
catalog,tables,description,text,DATA,,
catalog,tables,foreign_keys,jsonb,DATA,,
catalog,tables,owner,character varying,DATA,,
catalog,tables,primary_key,character varying,DATA,,
catalog,tables,refresh_frequency,character varying,DATA,,
catalog,tables,row_count_approx,integer,DATA,,
catalog,tables,schema_id,character varying,FK,,catalog.schemas(schema_id)
catalog,tables,table_id,character varying,PK,PK,
catalog,tables,table_name,character varying,DATA,,
catalog,tables,table_type,character varying,DATA,,
catalog,tables,tags,ARRAY,DATA,,
catalog,tables,updated_at,timestamp without time zone,AUDIT,,
catalog,v_ai_reference,business_name,character varying,DATA,,
catalog,v_ai_reference,column_id,character varying,DATA,,
catalog,v_ai_reference,column_name,character varying,DATA,,
catalog,v_ai_reference,description,text,DATA,,
catalog,v_ai_reference,format_example,character varying,DATA,,
catalog,v_ai_reference,full_type,text,DATA,,
catalog,v_ai_reference,key_info,text,DATA,,
catalog,v_ai_reference,tags,text,DATA,,
catalog,v_schema_summary,column_count,bigint,DATA,,
catalog,v_schema_summary,description,text,DATA,,
catalog,v_schema_summary,schema_id,character varying,DATA,,
catalog,v_schema_summary,schema_name,character varying,DATA,,
catalog,v_schema_summary,schema_type,character varying,DATA,,
catalog,v_schema_summary,table_count,bigint,DATA,,
catalog,v_schema_summary,total_rows,bigint,DATA,,
catalog,v_searchable_columns,business_definition,text,DATA,,
catalog,v_searchable_columns,business_name,character varying,DATA,,
catalog,v_searchable_columns,column_id,character varying,DATA,,
catalog,v_searchable_columns,column_name,character varying,DATA,,
catalog,v_searchable_columns,data_type,character varying,DATA,,
catalog,v_searchable_columns,description,text,DATA,,
catalog,v_searchable_columns,format_example,character varying,DATA,,
catalog,v_searchable_columns,format_pattern,character varying,DATA,,
catalog,v_searchable_columns,is_foreign_key,boolean,OPERATIONAL,,
catalog,v_searchable_columns,is_nullable,boolean,OPERATIONAL,,
catalog,v_searchable_columns,is_primary_key,boolean,OPERATIONAL,,
catalog,v_searchable_columns,max_length,integer,DATA,,
catalog,v_searchable_columns,ordinal_position,integer,DATA,,
catalog,v_searchable_columns,references_column,character varying,DATA,,
catalog,v_searchable_columns,schema_name,character varying,DATA,,
catalog,v_searchable_columns,schema_type,character varying,DATA,,
catalog,v_searchable_columns,source_system,character varying,DATA,,
catalog,v_searchable_columns,synonyms,ARRAY,DATA,,
catalog,v_searchable_columns,table_id,character varying,DATA,,
catalog,v_searchable_columns,table_name,character varying,DATA,,
catalog,v_searchable_columns,table_type,character varying,DATA,,
catalog,v_searchable_columns,tags,ARRAY,DATA,,
cl,cl_err_existence,company_domain,text,DATA,,
cl,cl_err_existence,company_name,text,DATA,,
cl,cl_err_existence,company_unique_id,uuid,CTB_PATH,,
cl,cl_err_existence,created_at,timestamp with time zone,AUDIT,,
cl,cl_err_existence,domain_error,text,DATA,,
cl,cl_err_existence,domain_final_url,text,DATA,,
cl,cl_err_existence,domain_redirect_chain,ARRAY,DATA,,
cl,cl_err_existence,domain_status_code,integer,DATA,,
cl,cl_err_existence,error_id,uuid,PK,PK,
cl,cl_err_existence,error_type,character varying,DISCRIMINATOR,,
cl,cl_err_existence,evidence,jsonb,DATA,,
cl,cl_err_existence,extracted_name,text,DATA,,
cl,cl_err_existence,extracted_state,text,OPERATIONAL,,
cl,cl_err_existence,linkedin_company_url,text,DATA,,
cl,cl_err_existence,name_match_score,integer,DATA,,
cl,cl_err_existence,reason_code,text,DATA,,
cl,cl_err_existence,state_match_result,text,DATA,,
cl,cl_err_existence,verification_run_id,text,DATA,,
cl,cl_errors_archive,archive_reason,text,DISCRIMINATOR,,
cl,cl_errors_archive,archived_at,timestamp with time zone,AUDIT,,
cl,cl_errors_archive,company_unique_id,uuid,CTB_PATH,,
cl,cl_errors_archive,created_at,timestamp with time zone,AUDIT,,
cl,cl_errors_archive,error_id,uuid,PK,PK,
cl,cl_errors_archive,expires_at,timestamp with time zone,DATA,,
cl,cl_errors_archive,failure_reason_code,text,DATA,,
cl,cl_errors_archive,final_outcome,text,DATA,,
cl,cl_errors_archive,final_reason,text,DATA,,
cl,cl_errors_archive,inputs_snapshot,jsonb,DATA,,
cl,cl_errors_archive,lifecycle_run_id,text,DATA,,
cl,cl_errors_archive,pass_name,text,DATA,,
cl,cl_errors_archive,resolved_at,timestamp with time zone,DATA,,
cl,cl_errors_archive,retry_after,timestamp with time zone,DATA,,
cl,cl_errors_archive,retry_ceiling,integer,DATA,,
cl,cl_errors_archive,retry_count,integer,DATA,,
cl,cl_errors_archive,tool_tier,integer,DATA,,
cl,cl_errors_archive,tool_used,text,DATA,,
cl,company_candidate,candidate_id,uuid,PK,PK,
cl,company_candidate,company_unique_id,uuid,CTB_PATH,,
cl,company_candidate,created_at,timestamp with time zone,AUDIT,,
cl,company_candidate,ingestion_run_id,text,DATA,,
cl,company_candidate,raw_payload,jsonb,DATA,,
cl,company_candidate,source_record_id,text,DATA,,
cl,company_candidate,source_system,text,DATA,,
cl,company_candidate,state_code,character,DATA,,
cl,company_candidate,verification_error,text,DATA,,
cl,company_candidate,verification_status,text,OPERATIONAL,,
cl,company_candidate,verified_at,timestamp with time zone,AUDIT,,
cl,company_domains,checked_at,timestamp with time zone,DATA,,
cl,company_domains,company_unique_id,uuid,FK,,cl.company_identity(company_unique_id)
cl,company_domains,domain,text,DATA,,
cl,company_domains,domain_health,text,DATA,,
cl,company_domains,domain_id,uuid,PK,PK,
cl,company_domains,domain_name_confidence,integer,DATA,,
cl,company_domains,mx_present,boolean,DATA,,
cl,company_domains_archive,archive_reason,text,DISCRIMINATOR,,
cl,company_domains_archive,archived_at,timestamp with time zone,AUDIT,,
cl,company_domains_archive,checked_at,timestamp with time zone,DATA,,
cl,company_domains_archive,company_unique_id,uuid,CTB_PATH,,
cl,company_domains_archive,domain,text,DATA,,
cl,company_domains_archive,domain_health,text,DATA,,
cl,company_domains_archive,domain_id,uuid,PK,PK,
cl,company_domains_archive,domain_name_confidence,integer,DATA,,
cl,company_domains_archive,mx_present,boolean,DATA,,
cl,company_domains_excluded,checked_at,timestamp with time zone,DATA,,
cl,company_domains_excluded,company_unique_id,uuid,CTB_PATH,,
cl,company_domains_excluded,domain,text,DATA,,
cl,company_domains_excluded,domain_health,text,DATA,,
cl,company_domains_excluded,domain_id,uuid,PK,PK,
cl,company_domains_excluded,domain_name_confidence,integer,DATA,,
cl,company_domains_excluded,mx_present,boolean,DATA,,
cl,company_identity,canonical_name,text,DATA,,
cl,company_identity,client_id,uuid,CTB_PATH,,
cl,company_identity,client_promoted_at,timestamp with time zone,DATA,,
cl,company_identity,company_domain,text,DATA,,
cl,company_identity,company_fingerprint,text,DATA,,
cl,company_identity,company_name,text,DATA,,
cl,company_identity,company_unique_id,uuid,PK,PK,
cl,company_identity,created_at,timestamp with time zone,AUDIT,,
cl,company_identity,domain_status_code,integer,DATA,,
cl,company_identity,eligibility_status,text,OPERATIONAL,,
cl,company_identity,employee_count_band,text,DATA,,
cl,company_identity,entity_role,text,DATA,,
cl,company_identity,exclusion_reason,text,DATA,,
cl,company_identity,existence_verified,boolean,DATA,,
cl,company_identity,final_outcome,text,DATA,,
cl,company_identity,final_reason,text,DATA,,
cl,company_identity,identity_pass,integer,DATA,,
cl,company_identity,identity_status,text,OPERATIONAL,,
cl,company_identity,last_pass_at,timestamp with time zone,DATA,,
cl,company_identity,lifecycle_run_id,text,DATA,,
cl,company_identity,linkedin_company_url,text,DATA,,
cl,company_identity,name_match_score,integer,DATA,,
cl,company_identity,normalized_domain,text,DATA,,
cl,company_identity,outreach_attached_at,timestamp with time zone,DATA,,
cl,company_identity,outreach_id,uuid,CTB_PATH,,
cl,company_identity,sales_opened_at,timestamp with time zone,DATA,,
cl,company_identity,sales_process_id,uuid,CTB_PATH,,
cl,company_identity,source_system,text,DATA,,
cl,company_identity,sovereign_company_id,uuid,CTB_PATH,,
cl,company_identity,state_match_result,text,DATA,,
cl,company_identity,state_verified,text,DATA,,
cl,company_identity,verification_run_id,text,DATA,,
cl,company_identity,verified_at,timestamp with time zone,AUDIT,,
cl,company_identity_archive,archive_reason,text,DISCRIMINATOR,,
cl,company_identity_archive,archived_at,timestamp with time zone,AUDIT,,
cl,company_identity_archive,canonical_name,text,DATA,,
cl,company_identity_archive,company_domain,text,DATA,,
cl,company_identity_archive,company_fingerprint,text,DATA,,
cl,company_identity_archive,company_name,text,DATA,,
cl,company_identity_archive,company_unique_id,uuid,PK,PK,
cl,company_identity_archive,created_at,timestamp with time zone,AUDIT,,
cl,company_identity_archive,domain_status_code,integer,DATA,,
cl,company_identity_archive,eligibility_status,text,OPERATIONAL,,
cl,company_identity_archive,employee_count_band,text,DATA,,
cl,company_identity_archive,entity_role,text,DATA,,
cl,company_identity_archive,exclusion_reason,text,DATA,,
cl,company_identity_archive,existence_verified,boolean,DATA,,
cl,company_identity_archive,final_outcome,text,DATA,,
cl,company_identity_archive,final_reason,text,DATA,,
cl,company_identity_archive,identity_pass,integer,DATA,,
cl,company_identity_archive,identity_status,text,OPERATIONAL,,
cl,company_identity_archive,last_pass_at,timestamp with time zone,DATA,,
cl,company_identity_archive,lifecycle_run_id,text,DATA,,
cl,company_identity_archive,linkedin_company_url,text,DATA,,
cl,company_identity_archive,name_match_score,integer,DATA,,
cl,company_identity_archive,source_system,text,DATA,,
cl,company_identity_archive,sovereign_company_id,uuid,CTB_PATH,,
cl,company_identity_archive,state_match_result,text,DATA,,
cl,company_identity_archive,state_verified,text,DATA,,
cl,company_identity_archive,verification_run_id,text,DATA,,
cl,company_identity_archive,verified_at,timestamp with time zone,AUDIT,,
cl,company_identity_bridge,bridge_id,uuid,PK,PK,
cl,company_identity_bridge,company_sov_id,uuid,DATA,,
cl,company_identity_bridge,lifecycle_run_id,text,DATA,,
cl,company_identity_bridge,minted_at,timestamp with time zone,DATA,,
cl,company_identity_bridge,minted_by,text,DATA,,
cl,company_identity_bridge,source_company_id,text,DATA,,
cl,company_identity_bridge,source_system,text,DATA,,
cl,company_identity_excluded,canonical_name,text,DATA,,
cl,company_identity_excluded,client_id,uuid,CTB_PATH,,
cl,company_identity_excluded,client_promoted_at,timestamp with time zone,DATA,,
cl,company_identity_excluded,company_domain,text,DATA,,
cl,company_identity_excluded,company_fingerprint,text,DATA,,
cl,company_identity_excluded,company_name,text,DATA,,
cl,company_identity_excluded,company_unique_id,uuid,PK,PK,
cl,company_identity_excluded,created_at,timestamp with time zone,AUDIT,,
cl,company_identity_excluded,domain_status_code,integer,DATA,,
cl,company_identity_excluded,eligibility_status,text,OPERATIONAL,,
cl,company_identity_excluded,employee_count_band,text,DATA,,
cl,company_identity_excluded,entity_role,text,DATA,,
cl,company_identity_excluded,exclusion_reason,text,DATA,,
cl,company_identity_excluded,existence_verified,boolean,DATA,,
cl,company_identity_excluded,final_outcome,text,DATA,,
cl,company_identity_excluded,final_reason,text,DATA,,
cl,company_identity_excluded,identity_pass,integer,DATA,,
cl,company_identity_excluded,identity_status,text,OPERATIONAL,,
cl,company_identity_excluded,last_pass_at,timestamp with time zone,DATA,,
cl,company_identity_excluded,lifecycle_run_id,text,DATA,,
cl,company_identity_excluded,linkedin_company_url,text,DATA,,
cl,company_identity_excluded,name_match_score,integer,DATA,,
cl,company_identity_excluded,normalized_domain,text,DATA,,
cl,company_identity_excluded,outreach_attached_at,timestamp with time zone,DATA,,
cl,company_identity_excluded,outreach_id,uuid,CTB_PATH,,
cl,company_identity_excluded,sales_opened_at,timestamp with time zone,DATA,,
cl,company_identity_excluded,sales_process_id,uuid,CTB_PATH,,
cl,company_identity_excluded,source_system,text,DATA,,
cl,company_identity_excluded,sovereign_company_id,uuid,CTB_PATH,,
cl,company_identity_excluded,state_match_result,text,DATA,,
cl,company_identity_excluded,state_verified,text,DATA,,
cl,company_identity_excluded,verification_run_id,text,DATA,,
cl,company_identity_excluded,verified_at,timestamp with time zone,AUDIT,,
cl,company_names,company_unique_id,uuid,FK,,cl.company_identity(company_unique_id)
cl,company_names,created_at,timestamp with time zone,AUDIT,,
cl,company_names,name_id,uuid,PK,PK,
cl,company_names,name_type,text,DATA,,
cl,company_names,name_value,text,DATA,,
cl,company_names_archive,archive_reason,text,DISCRIMINATOR,,
cl,company_names_archive,archived_at,timestamp with time zone,AUDIT,,
cl,company_names_archive,company_unique_id,uuid,CTB_PATH,,
cl,company_names_archive,created_at,timestamp with time zone,AUDIT,,
cl,company_names_archive,name_id,uuid,PK,PK,
cl,company_names_archive,name_type,text,DATA,,
cl,company_names_archive,name_value,text,DATA,,
cl,company_names_excluded,company_unique_id,uuid,CTB_PATH,,
cl,company_names_excluded,created_at,timestamp with time zone,AUDIT,,
cl,company_names_excluded,name_id,uuid,PK,PK,
cl,company_names_excluded,name_type,text,DATA,,
cl,company_names_excluded,name_value,text,DATA,,
cl,domain_hierarchy,child_company_id,uuid,DATA,,
cl,domain_hierarchy,confidence_score,integer,DATA,,
cl,domain_hierarchy,created_at,timestamp with time zone,AUDIT,,
cl,domain_hierarchy,domain,text,DATA,,
cl,domain_hierarchy,hierarchy_id,uuid,PK,PK,
cl,domain_hierarchy,parent_company_id,uuid,DATA,,
cl,domain_hierarchy,relationship_type,text,DATA,,
cl,domain_hierarchy,resolution_method,text,DATA,,
cl,domain_hierarchy_archive,archive_reason,text,DISCRIMINATOR,,
cl,domain_hierarchy_archive,archived_at,timestamp with time zone,AUDIT,,
cl,domain_hierarchy_archive,child_company_id,uuid,DATA,,
cl,domain_hierarchy_archive,confidence_score,integer,DATA,,
cl,domain_hierarchy_archive,created_at,timestamp with time zone,AUDIT,,
cl,domain_hierarchy_archive,domain,text,DATA,,
cl,domain_hierarchy_archive,hierarchy_id,uuid,PK,PK,
cl,domain_hierarchy_archive,parent_company_id,uuid,DATA,,
cl,domain_hierarchy_archive,relationship_type,text,DATA,,
cl,domain_hierarchy_archive,resolution_method,text,DATA,,
cl,identity_confidence,company_unique_id,uuid,PK,PK,cl.company_identity(company_unique_id)
cl,identity_confidence,computed_at,timestamp with time zone,DATA,,
cl,identity_confidence,confidence_bucket,text,DATA,,
cl,identity_confidence,confidence_score,integer,DATA,,
cl,identity_confidence_archive,archive_reason,text,DISCRIMINATOR,,
cl,identity_confidence_archive,archived_at,timestamp with time zone,AUDIT,,
cl,identity_confidence_archive,company_unique_id,uuid,PK,PK,
cl,identity_confidence_archive,computed_at,timestamp with time zone,DATA,,
cl,identity_confidence_archive,confidence_bucket,text,DATA,,
cl,identity_confidence_archive,confidence_score,integer,DATA,,
cl,identity_confidence_excluded,company_unique_id,uuid,PK,PK,
cl,identity_confidence_excluded,computed_at,timestamp with time zone,DATA,,
cl,identity_confidence_excluded,confidence_bucket,text,DATA,,
cl,identity_confidence_excluded,confidence_score,integer,DATA,,
cl,v_company_identity_eligible,canonical_name,text,DATA,,
cl,v_company_identity_eligible,company_domain,text,DATA,,
cl,v_company_identity_eligible,company_fingerprint,text,DATA,,
cl,v_company_identity_eligible,company_name,text,DATA,,
cl,v_company_identity_eligible,company_unique_id,uuid,CTB_PATH,,
cl,v_company_identity_eligible,created_at,timestamp with time zone,AUDIT,,
cl,v_company_identity_eligible,domain_status_code,integer,DATA,,
cl,v_company_identity_eligible,domain_verified,boolean,DATA,,
cl,v_company_identity_eligible,eligibility_reason,text,DATA,,
cl,v_company_identity_eligible,eligible_for_outreach,boolean,DATA,,
cl,v_company_identity_eligible,employee_count_band,text,DATA,,
cl,v_company_identity_eligible,existence_verified,boolean,DATA,,
cl,v_company_identity_eligible,identity_pass,integer,DATA,,
cl,v_company_identity_eligible,identity_status,text,OPERATIONAL,,
cl,v_company_identity_eligible,last_pass_at,timestamp with time zone,DATA,,
cl,v_company_identity_eligible,lifecycle_run_id,text,DATA,,
cl,v_company_identity_eligible,linkedin_company_url,text,DATA,,
cl,v_company_identity_eligible,name_coherent,boolean,DATA,,
cl,v_company_identity_eligible,name_match_score,integer,DATA,,
cl,v_company_identity_eligible,source_system,text,DATA,,
cl,v_company_identity_eligible,state_coherent,boolean,DATA,,
cl,v_company_identity_eligible,state_match_result,text,DATA,,
cl,v_company_identity_eligible,state_verified,text,DATA,,
cl,v_company_identity_eligible,verification_run_id,text,DATA,,
cl,v_company_identity_eligible,verified_at,timestamp with time zone,AUDIT,,
cl,v_company_lifecycle_status,client_id,uuid,CTB_PATH,,
cl,v_company_lifecycle_status,client_promoted_at,timestamp with time zone,DATA,,
cl,v_company_lifecycle_status,company_domain,text,DATA,,
cl,v_company_lifecycle_status,company_name,text,DATA,,
cl,v_company_lifecycle_status,company_unique_id,uuid,CTB_PATH,,
cl,v_company_lifecycle_status,has_outreach,boolean,OPERATIONAL,,
cl,v_company_lifecycle_status,has_sales,boolean,OPERATIONAL,,
cl,v_company_lifecycle_status,is_client,boolean,OPERATIONAL,,
cl,v_company_lifecycle_status,lifecycle_stage,text,DATA,,
cl,v_company_lifecycle_status,outreach_attached_at,timestamp with time zone,DATA,,
cl,v_company_lifecycle_status,outreach_id,uuid,CTB_PATH,,
cl,v_company_lifecycle_status,sales_opened_at,timestamp with time zone,DATA,,
cl,v_company_lifecycle_status,sales_process_id,uuid,CTB_PATH,,
cl,v_company_lifecycle_status,sovereign_company_id,uuid,CTB_PATH,,
cl,v_company_promotable,canonical_name,text,DATA,,
cl,v_company_promotable,company_domain,text,DATA,,
cl,v_company_promotable,company_name,text,DATA,,
cl,v_company_promotable,company_unique_id,uuid,CTB_PATH,,
cl,v_company_promotable,created_at,timestamp with time zone,AUDIT,,
cl,v_company_promotable,eligibility_status,text,OPERATIONAL,,
cl,v_company_promotable,entity_role,text,DATA,,
cl,v_company_promotable,existence_verified,boolean,DATA,,
cl,v_company_promotable,final_outcome,text,DATA,,
cl,v_company_promotable,final_reason,text,DATA,,
cl,v_company_promotable,hierarchy_confidence,integer,DATA,,
cl,v_company_promotable,hierarchy_relationship,text,DATA,,
cl,v_company_promotable,linkedin_company_url,text,DATA,,
cl,v_company_promotable,parent_company_id,uuid,DATA,,
cl,v_company_promotable,sovereign_company_id,uuid,CTB_PATH,,
cl,v_company_promotable,verified_at,timestamp with time zone,AUDIT,,
cl,v_identity_gate_summary,fail_count,bigint,DATA,,
cl,v_identity_gate_summary,pass_count,bigint,DATA,,
cl,v_identity_gate_summary,pass_pct,numeric,DATA,,
cl,v_identity_gate_summary,pending_count,bigint,DATA,,
cl,v_identity_gate_summary,total_companies,bigint,DATA,,
cl,v_linkage_summary,linkage_pct,numeric,DATA,,
cl,v_linkage_summary,linked_count,bigint,DATA,,
cl,v_linkage_summary,orphan_count,bigint,DATA,,
cl,v_linkage_summary,total_with_urls,bigint,DATA,,
cl,v_orphan_detection,address_state,text,OPERATIONAL,,
cl,v_orphan_detection,company_name,text,DATA,,
cl,v_orphan_detection,doctrine_id,text,DATA,,
cl,v_orphan_detection,normalized_domain,text,DATA,,
cl,v_orphan_detection,url_count,bigint,DATA,,
cl,v_orphan_detection,website_url,text,DATA,,
company,company_events,bit_impact_score,integer,DATA,,
company,company_events,company_unique_id,text,FK,,company.company_master(company_unique_id)
company,company_events,created_at,timestamp without time zone,AUDIT,,
company,company_events,detected_at,timestamp without time zone,DATA,,
company,company_events,event_date,date,DATA,,
company,company_events,event_type,text,DATA,,
company,company_events,id,integer,PK,PK,
company,company_events,impacts_bit,boolean,DATA,,
company,company_events,source_url,text,DATA,,
company,company_events,summary,text,DATA,,
company,company_master,address_city,text,DATA,,
company,company_master,address_country,text,DATA,,
company,company_master,address_state,text,OPERATIONAL,,
company,company_master,address_street,text,DATA,,
company,company_master,address_zip,text,DATA,,
company,company_master,cage_code,character varying,DATA,,
company,company_master,company_name,text,DATA,,
company,company_master,company_phone,text,DATA,,
company,company_master,company_unique_id,text,PK,PK,
company,company_master,created_at,timestamp with time zone,AUDIT,,
company,company_master,data_quality_score,numeric,DATA,,
company,company_master,description,text,DATA,,
company,company_master,duns,character varying,DATA,,
company,company_master,ein,character varying,DATA,,
company,company_master,email_pattern,character varying,DATA,,
company,company_master,email_pattern_confidence,integer,DATA,,
company,company_master,email_pattern_source,character varying,DATA,,
company,company_master,email_pattern_verified_at,timestamp without time zone,DATA,,
company,company_master,employee_count,integer,DATA,,
company,company_master,facebook_url,text,DATA,,
company,company_master,founded_year,integer,DATA,,
company,company_master,import_batch_id,text,DATA,,
company,company_master,industry,text,DATA,,
company,company_master,keywords,ARRAY,DATA,,
company,company_master,linkedin_url,text,DATA,,
company,company_master,promoted_from_intake_at,timestamp with time zone,DATA,,
company,company_master,promotion_audit_log_id,integer,DATA,,
company,company_master,sic_codes,text,DATA,,
company,company_master,source_record_id,text,DATA,,
company,company_master,source_system,text,DATA,,
company,company_master,state_abbrev,text,DATA,,
company,company_master,twitter_url,text,DATA,,
company,company_master,updated_at,timestamp with time zone,AUDIT,,
company,company_master,validated_at,timestamp with time zone,DATA,,
company,company_master,validated_by,text,DATA,,
company,company_master,website_url,text,DATA,,
company,company_sidecar,clay_segments,ARRAY,DATA,,
company,company_sidecar,clay_tags,ARRAY,DATA,,
